user_id,first_name,last_name,Phone,load_date
b717a2ef-db53-4f8a-9d46-7c66a16a689a,Maria alejandra,RESTREPO,280796864,2022-10-11 16:59:22.680268 UTC
0ee68386-7258-4f92-b25c-5bfc2b9f2237,Mitzi,LESMES,284221216,2022-10-18 03:15:07.952901 UTC
7e9323a1-2ccc-4a66-93ec-75aa9a073803,Eucleris Esperanza,RESTREPO,174641952,2022-10-12 19:10:24.623453 UTC
acf65327-deec-44b1-aae0-78c0761d6315,Luis enrrique,RESTREPO,160944544,2022-09-28 03:51:39.914271 UTC
2279e45a-737d-49c4-be2d-60a72c88ac53,Hazel,RESTREPO,119852320,2022-10-14 21:39:39.007292 UTC
fd714f59-7204-445c-b332-0501cad86ad6,Mayerly,MAZA,277372512,2022-09-28 18:27:00.525066 UTC
1e2cbefa-d557-43eb-9063-38416a458e86,Osvaldo Gabriel,RESTREPO,280796864,2022-10-04 23:34:00.291797 UTC
604aeeaa-d011-4672-b289-ce0031773a36,Ana Fernanda,CAMACHO,202036768,2022-10-24 04:20:38.317275 UTC
98076304-5efc-4856-974d-ff54216ea8d3,Catalina,RESTREPO,130125376,2022-10-10 02:12:25.448754 UTC
59443a22-6e2c-44b4-938a-6eefe68eefeb,Samy,LESMES,301342976,2022-10-11 16:23:43.702652 UTC
2f6bbbce-f22b-4874-9118-68dcc0d74b3a,Julio cesar,CAMACHO,13697408,2022-10-05 13:15:40.419746 UTC
6c46b8fd-7aac-425b-ac7b-14494dea093c,daniela,CAMACHO,130125376,2022-10-13 20:13:45.464363 UTC
04a8c01e-16ec-4f90-8d0d-d3edbe0a81e8,Carlos,RESTREPO,154095840,2022-10-25 14:32:12.774748 UTC
e231f7cc-7839-4b30-9653-b37e6dc74dc3,OSARA,RESTREPO,37667872,2022-10-06 17:19:08.209006 UTC
bd0014ae-d2cc-450b-b9d6-f21f9fbedcd2,diyiro,RESTREPO,54789632,2022-10-21 12:00:55.627191 UTC
efd9b439-f332-4a32-83b4-8600275b130e,Yosmilen,CAMACHO,167793248,2022-10-17 22:22:21.330824 UTC
b4a4d6ff-33d0-46d4-9b88-72841dc9065d,Maria,RESTREPO,174641952,2022-10-19 12:26:39.91271 UTC
8798f804-73ba-4c5d-82ce-0a1ae6496ec5,andres,RESTREPO,3424352,2022-10-26 00:42:51.063618 UTC
6cc21f34-c8b4-4cc9-99a5-b82f8d91aeca,veronica,MAZA,44516576,2022-10-10 20:08:39.97698 UTC
e6b93f4d-4c37-46eb-a1c9-41cf4784c933,Tatiana,LESMES,332162144,2022-09-28 21:10:47.648426 UTC
8f78d1e5-e1ca-4a91-99ee-1259e8742120,ana,MAZA,51365280,2022-10-03 18:15:01.067037 UTC
f3887853-0d4a-475b-8a4b-0b096ef8fd09,Carmen Geraldin,CAMACHO,304767328,2022-10-10 01:09:39.43084 UTC
925df1d9-a8db-4472-bb01-52b249ae38d9,Francisco,RESTREPO,277372512,2022-10-25 00:42:29.684359 UTC
dbad50f2-e7fe-4081-9227-a0c4a0d9114f,Aurelia,CAMACHO,236280288,2022-10-03 20:16:38.68159 UTC
7457b2de-f25a-4ea7-b94a-678bfc90274f,B/D. Daniela,LESMES,256826400,2022-10-10 01:32:18.997559 UTC
f60772ee-961b-405b-92cb-de371facfcd0,Karla,RESTREPO,23970464,2022-10-15 13:28:48.539868 UTC
9d256ada-17b6-48c4-b20c-7ed5ae0ed32e,Andres Felipe,RESTREPO,116427968,2022-10-10 15:51:08.749225 UTC
22b7f2a2-20ad-4018-ae9a-3e11023e50cd,Jose Guadalupe,CAMACHO,188339360,2022-10-01 14:40:14.634086 UTC
60e20e34-10b3-4da4-a081-26e722a887cb,Karla,LESMES,249977696,2022-10-18 17:22:56.286263 UTC
a3af42a7-cffb-4657-98f4-0527d8788ed4,Alvaro Enrique,RESTREPO,37667872,2022-10-15 01:02:33.661384 UTC
449bc006-3319-4f1d-aaa3-8c74bc47f15b,Evelim,RESTREPO,23970464,2022-10-05 22:45:17.310434 UTC
829f28f2-0d81-4ae8-affe-30278e9357f8,Miguel,MAZA,82184448,2022-10-08 04:36:19.308661 UTC
00fcec3e-8138-46ee-bac4-c48086d2b2dc,Juliana,CAMACHO,99306208,2022-10-19 02:28:59.930557 UTC
9f532b27-2d59-47ea-a81e-2fe516032d20,HERMAN,RESTREPO,164368896,2022-10-03 18:49:47.260664 UTC
5dc198e7-5506-4352-b563-27297ffa52e1,Jhon,LESMES,68487040,2022-10-13 00:08:30.721996 UTC
c8e4dc8e-fee0-47e9-8892-f2275d1fd8c3,Doris,RESTREPO,95881856,2022-10-04 19:18:11.489021 UTC
60fca8e3-5cd7-4b21-a6b1-7e9b88aa035f,Adrian,LESMES,267099456,2022-10-03 16:31:07.022555 UTC
45d1e7e4-a8f0-49e1-83b9-05668ab51493,Salvador,RESTREPO,68487040,2022-10-22 18:21:07.107764 UTC
4ab5dfc5-216d-40ba-b1c5-02b1a159c8f8,Paola,RESTREPO,178066304,2022-10-15 01:20:35.270823 UTC
6ec99e81-5d18-435b-919d-c034fd066408,laura,MAZA,267099456,2022-10-09 17:34:21.395905 UTC
c6234590-23db-49eb-9b8c-a778a21f1d3e,Eva Raquel,RESTREPO,321889088,2022-10-11 14:17:11.0517 UTC
43338eb4-3b2a-4d5d-8931-7ebad1853e5f,Andrea Cristina,CAMACHO,195188064,2022-09-28 01:33:52.702428 UTC
f4cba9ef-b845-4b18-a466-5f60b8e86206,Jorge Alberto,MAZA,99306208,2022-10-18 18:25:37.990339 UTC
21a4dd46-f0bb-4b4c-ab9d-f2f2b9259b6b,Yesenia,RESTREPO,273948160,2022-10-01 07:32:12.165838 UTC
8538e0e2-891a-4851-815b-71d97db7dd6a,ANDRES FERNANDO,MAZA,321889088,2022-10-03 15:39:25.61111 UTC
7843f941-8e39-445e-b25b-59a3fd3f2bb4,Wolfy,CAMACHO,102730560,2022-10-20 17:48:59.272527 UTC
c0561399-a7ce-4ad8-a93d-344e54e2e8da,Fernando,CAMACHO,215734176,2022-10-08 21:50:12.343128 UTC
f1d3d0a7-e61f-4c69-943a-a1a3cad7700d,Ana,RESTREPO,3424352,2022-10-13 00:50:14.404933 UTC
53269b88-e1ef-4c75-a123-e30f6d4d2c3a,Angelica Vannesa,RESTREPO,249977696,2022-10-10 11:29:48.656133 UTC
bca555b2-60fd-465d-b114-21536073d81d,Andrea,CAMACHO,174641952,2022-10-18 00:13:23.167615 UTC
bb5a304d-5443-459a-9767-41ef1ee0e5e9,graciela,RESTREPO,20546112,2022-10-10 17:05:04.580423 UTC
30626172-e33b-474f-8967-e67e81cebcb3,LEYDI SOLANLLY,MAZA,71911392,2022-10-09 21:06:03.1262 UTC
33a39b1a-2ea8-43ca-b085-f748b03eeb74,Juan,LESMES,37667872,2022-10-05 19:52:33.155629 UTC
8afc305d-b517-4010-9107-d2a7bff0c4f8,Jureinny,RESTREPO,150671488,2022-09-29 13:38:42.583736 UTC
d4c5b3af-5f64-4fd9-9e1b-8ae17e41ee28,Oscar,MAZA,294494272,2022-10-26 12:54:03.87324 UTC
85b097aa-0b66-44d3-906e-dec9801cab45,Julio Cesar,MAZA,106154912,2022-10-21 20:03:54.590206 UTC
e03c3138-c27c-4384-8fa5-1433c60528fd,dibier de jesus,RESTREPO,13697408,2022-10-02 02:12:54.021539 UTC
95cebae6-8ef6-4807-8ed6-19bfa10d8b1b,Alejandro,RESTREPO,92457504,2022-10-12 23:31:13.228139 UTC
51f9835f-94ea-4698-804d-4c56d6f393b7,Duvanny,LESMES,113003616,2022-10-19 17:59:16.355613 UTC
a3fa54f5-4896-40ba-8f01-d8c72edfa5d5,rosa,RESTREPO,232855936,2022-09-30 02:04:34.319395 UTC
319affb1-6487-4fd9-b371-b2c5eaa59c8d,Alejandro,MAZA,181490656,2022-10-08 17:34:28.665927 UTC
3bdbe1e4-0966-4b0d-9619-f4d849d6f6d0,yoenith,CAMACHO,311616032,2022-10-11 01:12:10.635849 UTC
e1246ce9-0d66-4630-a901-ff13dc6aee27,José Manuel,MAZA,222582880,2022-10-13 09:54:23.570768 UTC
7760f329-0d41-4bee-993f-8d0f791e407d,Viviana,LESMES,3424352,2022-10-26 02:12:32.793908 UTC
ed2a3516-8d46-42b5-ad90-e2702022c29c,Daniela,MAZA,126701024,2022-10-25 21:01:19.46052 UTC
461f42db-dcbc-4d9d-9e72-16b876ca351b,Luisa Janeth,MAZA,273948160,2022-10-14 05:16:14.193366 UTC
d639177e-7edd-4977-ba86-4de45bf39c8c,LAURA DANIELA,MAZA,65062688,2022-10-19 16:04:04.267889 UTC
eb71e195-6ebb-4943-8677-2f27c5a34125,Micaela,CAMACHO,198612416,2022-10-14 04:57:00.969239 UTC
c4d8b6a8-a916-4623-a330-4abfaced579c,Carolina,RESTREPO,195188064,2022-10-09 14:18:04.015896 UTC
fbbd45c4-ff1a-4ee1-a4fb-e3042689b65d,Bibiana,MAZA,136974080,2022-10-08 04:09:46.82067 UTC
14150986-0aa5-489e-8e82-ea5aa9e097c1,Daniela,RESTREPO,280796864,2021-09-20 20:49:39.15 UTC
10ae09a6-d61d-4219-943a-6bc922c4a940,Juan,MAZA,44516576,2022-07-18 18:18:15.269 UTC
117f4e14-13ec-41de-b089-92d08fabefa2,ANA,MAZA,44516576,2021-10-19 00:49:09.653 UTC
6e875266-f6ba-4c87-af94-bf3273fe0b5e,Lore,MAZA,116427968,2021-05-26 18:56:33.573 UTC
ea7e6f06-3214-4757-8ec8-ebd0ef72c596,Martha Patricia,LESMES,191763712,2022-07-27 15:19:17.187 UTC
bc2f0475-84c1-41a3-91b4-35ab1ff19c76,Monica,CAMACHO,301342976,2021-10-25 17:42:34.749 UTC
78efe4dc-75c7-434d-8c41-3e043af36939,Julieth Eliana,MAZA,51365280,2022-10-27 21:55:46.806727 UTC
a792cac5-4cc6-4413-985c-f666b94c3742,Ingrid,CAMACHO,208885472,2022-10-19 15:03:35.892149 UTC
1b25a455-5f76-424e-a9f4-aabf3cbe5f58,Andrea,LESMES,85608800,2022-10-14 02:26:12.915879 UTC
4f90cb54-80c0-44e5-a2ea-cc5af93bf913,Yo soy,CAMACHO,246553344,2022-10-27 12:41:05.417344 UTC
9ec36b8e-0b61-407a-93c6-190c6ce15f94,Francisco Javier,LESMES,339010848,2022-10-15 01:05:17.813614 UTC
d245c32e-6a2a-441d-9667-fdf329b5e95d,Delmis,RESTREPO,106154912,2022-09-30 21:08:15.716254 UTC
3bdeff70-efe0-4195-ae62-c5d0030f4d94,santiago,LESMES,325313440,2022-10-07 15:27:32.054588 UTC
7a284c3d-21f5-4f34-b2cc-d79d036e619e,Maira alejandra,LESMES,89033152,2022-09-29 22:24:35.425095 UTC
5be691d4-19c9-4b56-a980-b7ef7878ba90,Paola,CAMACHO,17121760,2022-09-28 04:23:43.571311 UTC
8c6ca940-d0e7-4c35-aec2-cfa5be5d38b6,Christian Axel,MAZA,136974080,2022-09-27 17:44:26.206107 UTC
75312222-234e-4563-9342-f3afeb2af7a7,Magali Catalina,MAZA,236280288,2022-10-18 03:10:33.153117 UTC
cd9f5a43-87cb-425d-aa3a-e5db062202e5,carlos javier,RESTREPO,41092224,2022-10-06 17:50:56.538387 UTC
d0be0fd8-0199-4691-a167-c98b31edcfac,juan david,CAMACHO,260250752,2022-10-18 18:49:40.933543 UTC
adc5e903-555d-4492-ae35-373c9fb70cbe,GANESH,MAZA,178066304,2022-10-11 00:54:35.700632 UTC
27486639-8487-4ccd-b1ac-ec108f5c69de,Esperanza,RESTREPO,280796864,2022-10-04 01:40:38.94578 UTC
d0bfb168-4026-42e4-9a37-118987b6ec62,Pamela,oviedo rodriguez,37667872,2022-10-10 00:48:39.714322 UTC
aac130dd-f64e-43a4-9554-79a8f9b1e585,,,,2022-10-20 16:23:37.021215 UTC
5b418b3b-18ab-4adc-af81-37a7a8a6cd58,Julián Camilo,Muñoz Suárez,,2022-10-13 01:51:46.823123 UTC
586a4201-1aa9-4557-bea7-cc4e32e45640,Mario,Herrera,,2022-10-04 23:49:52.223995 UTC
5310c6c3-6758-4b1a-b20c-cc25dfd48289,José Manuel,SEGURA ZAMBRANO,,2022-10-08 20:02:10.856769 UTC
fbd0df5b-ac43-4f14-a6f3-ab4b262ab9b9,Rodolfo,Curiel,,2022-10-22 00:09:40.628753 UTC
7205667e-1b23-42a9-a18f-7473cc21a267,Carlos Alejandro,Ramirez Ramirez,,2022-10-16 15:25:08.114223 UTC
ff576c61-ab34-42b5-a767-7f70f371a4e3,LESLY DAYANA,OSORIO NORIEGA,,2022-10-15 21:06:27.849235 UTC
cbd7599e-3fac-4625-9a3f-f2053f3c1c40,cristian,illera,,2022-10-09 19:04:49.558731 UTC
d17eec00-89e4-4218-9443-de7bb03b87f8,Juan Sebastian,Acosta Gómez,,2022-10-18 12:59:00.074702 UTC
947d9d8c-81af-48ec-9e0d-deb86c30e845,Edwin Alexis,Agudelo  Garzon,,2022-10-18 04:45:13.287143 UTC
eebda9f4-2665-4a13-baad-cd039c3d0f17,kevin Alejandro,obando velasquez,,2022-10-08 16:49:08.505493 UTC
dd49c00e-7787-448a-bc40-037b104acc09,Valentina,Vallejo,,2022-10-01 13:43:52.560175 UTC
d505ae83-af66-4bbe-958c-56e381a4cd3f,Kevin Abdiel,Martínez castillo,,2022-10-06 21:10:30.532607 UTC
ec233508-8001-4970-a1f8-535e212e88df,Agustin,Mateo Cabrera,,2022-10-07 21:16:46.684632 UTC
a61ed358-8982-4884-92b8-9ce4aa670141,ANGIE,VERDUGO,,2022-10-11 19:47:49.744315 UTC
43045461-d4fd-497e-a8dd-63780297955b,Gael Francisco,Perez Soto,,2022-10-25 07:00:20.601523 UTC
4e703936-9138-473f-a120-36e6319b6336,Nataly,Beleño,,2022-10-25 12:24:37.821867 UTC
0fc26324-b4ec-4ee9-ae47-329de4a8e767,Milan,Cardonq,,2022-10-14 03:09:30.634921 UTC
f04c070e-d892-4739-ba4c-977bb678d987,Yajaira,Rivas,,2022-10-19 19:15:45.498505 UTC
d38ee4e6-1a7b-41b1-b01f-1416bf157cfd,Luis,Morales,,2022-10-15 15:51:31.141837 UTC
de63522d-f91c-4ce3-a306-64b3d64e8f3f,Guillermina,Garrido,,2022-10-11 13:26:17.82818 UTC
885bf3f0-b728-4250-921a-ae657a8b3b87,gloria elena,urquijo berrio,,2022-09-27 19:49:07.91531 UTC
8c107c82-3eaa-4a19-9d48-eaf4057ab5a1,Oscar,Valdivia,,2022-10-02 05:21:49.05756 UTC
caa0c9d1-eaaf-4482-bc3c-30efd6a56768,Angelica elena,Becerra ojeda,,2022-10-19 11:40:52.962564 UTC
891611c0-e932-456a-beec-5cebad3c53ac,isabellas,castro,,2022-10-04 21:10:02.778773 UTC
9b7607e2-8fcc-44b6-915c-95de7b41b0a6,Sheila Joana,Rodríguez Rodriguez,,2022-10-26 16:49:01.272581 UTC
f8848fbe-b743-446f-a1ab-460bdb448d99,Andres,Torres,,2022-10-01 17:24:50.792126 UTC
19cab148-eef2-48d3-844b-f6b55e08c07d,Manuela,Llanos Giraldo,,2022-10-24 19:24:02.524118 UTC
d86a0754-fb86-47f4-8064-4f341abc1f88,Pamela,Castro,,2022-10-21 18:27:10.696007 UTC
8015acef-9d95-4c47-877c-0bd78f6bcae3,Liseth carolina,beleño monroy,,2022-09-29 10:46:53.568684 UTC
784dc70c-13ff-4746-8d1e-573c56e4cd9f,Liseth Valentina,Martinez Bernal,,2022-10-18 19:06:52.578462 UTC
9119d2e0-f86f-46b8-b0e5-0af26bc24aa4,Nigel,Medina,,2022-10-17 12:58:11.837034 UTC
7cd79a32-f2ad-45f1-893a-7341684c3462,Jose miguel,Cuadros Benavides,,2022-10-22 22:40:25.312154 UTC
00fd798e-cf28-43f3-9c3d-a4350abb2c88,Beatriz,Molina,,2022-09-27 18:58:59.283861 UTC
d2d9a39a-85c1-41fa-9141-504abc8c45e1,sayaris,tejeda,,2022-10-12 14:54:08.753123 UTC
65c0abdd-2d78-4ead-82c4-a629e12c64be,Ximena,Esparza Gutierrez,,2022-09-28 20:06:29.072769 UTC
8da52f24-75b6-4e8e-bf83-9c8d0d4d6898,oscar,salas delgado,,2022-10-25 18:57:21.392665 UTC
3f17f91a-26ce-4c37-aaeb-2c1d96421e17,Alejandro,Toloza Bautista,,2022-10-25 03:47:07.260545 UTC
344e1d2c-4e70-4ec1-ace8-6741a9494051,Maura Alejandra,Tete Masmela,,2022-10-03 14:03:10.60921 UTC
d9e9f2f1-23b0-424c-94a0-582436e05042,,,,2022-10-03 23:55:37.664259 UTC
88fbdb6b-7c1d-4256-ac02-6001d7b1a89a,MERLy,Pinto herrera,,2022-10-10 12:32:37.167915 UTC
4cb4a216-b146-4da3-bfa2-98c4f2df2042,Oscaralonso,Tejadasanchez,,2022-10-01 21:01:42.145377 UTC
db30b836-f665-4c8b-bcdc-78a1f5bd14ad,Oscar Guillermo,Duaran Suárez,,2022-10-18 11:22:16.365438 UTC
69514153-9590-4ffd-a39a-9b41b93ad1a1,Erika,Torres,,2022-10-04 23:57:04.353298 UTC
